eid	GMid	SYS	weightFC.BB	weightFC.BP	weightFC.B15	BAvg	weightFC.P	weightR.M	weight	weight.HPA4s	Inode
23187	23187	PHLDB1	0	0	0.83834464972163	0.279448216573877	0	0	0	0	0.111779286629551
440689	440689	Q5QNW6	0	0	0	0	0.318603127404725	0	0	0	0.111511094591654
9064	9064	MAP3K6	0	0	0.835019752042064	0.278339917347355	0	0	0	0	0.111335966938942
7057	7057	P07996	0.136123680241327	0	0	0.0453745600804423	0.264780108505461	0	0	0	0.110822862009088
2621	2621	GAS6	0	0	0.827769918708244	0.275923306236081	0	0	0	0	0.110369322494433
56949	56949	XAB2	0.100678733031674	0	0.718848352739402	0.273175695257025	0	0	0	0	0.10927027810281
6284	6284	S100A13	0	0	0.818078314809778	0.272692771603259	0	0	0	0	0.109077108641304
6351	6351	CCL4	0	0.201171875	0.61627085882371	0.27248091127457	0	0	0	0	0.108992364509828
5362	5362	PLXNA2	0	0	0.811474184220024	0.270491394740008	0	0	0	0	0.108196557896003
57413	57413	TMIGD3	0.268099547511312	0.5400390625	0	0.269379536670437	0	0	0	0	0.107751814668175
57572	57572	DOCK6	0	0	0.808065913054994	0.269355304351665	0	0	0	0	0.107742121740666
3959	3959	Q08380	0.145173453996983	0	0	0.0483911513323277	0.252250835915779	0	0	0	0.107644253103454
2335	2335	P02751	0	0.5107421875	0	0.170247395833333	0.1122390851085	0	0	0	0.107382638121308
22980	22980	TCF25	0	0	0.80397919622043	0.26799306540681	0	0	0	0	0.107197226162724
22899	22899	ARHGEF15	0	0	0.799226713716889	0.266408904572296	0	0	0	0	0.106563561828919
1071	1071	P11597	0	0	0	0	0.303613377403913	0	0	0	0.10626468209137
6037	6037	RNASE3	0	0.373046875	0.423454830746693	0.265500568582231	0	0	0	0	0.106200227432892
1577	1577	CYP3A5	0	0	0.790920426322048	0.263640142107349	0	0	0	0	0.10545605684294
4128	4128	MAOA	0	0.7900390625	0	0.263346354166667	0	0	0	0	0.105338541666667
5187	5187	PER1	0	0	0.78928582894922	0.263095276316407	0	0	0	0	0.105238110526563
3690	3690	ITGB3	0	0	0.786900449479398	0.262300149826466	0	0	0	0	0.104920059930586
25802	25802	LMOD1	0	0	0.784756761774234	0.261585587258078	0	0	0	0	0.104634234903231
79228	79228	THOC6	0	0	0.782575573076685	0.260858524358895	0	0	0	0	0.104343409743558
8839	8839	WISP2	0	0	0.777401540223386	0.259133846741129	0	0	0	0	0.103653538696451
2580	2580	GAK	0	0	0.776995404564412	0.258998468188137	0	0	0	0	0.103599387275255
325	325	P02743	0	0	0	0	0.294340354335554	0	0	0	0.103019124017444
4855	4855	NOTCH4	0	0	0.772178308941928	0.257392769647309	0	0	0	0	0.102957107858924
3777	3777	KCNK3	0	0	0.772027002657712	0.257342334219237	0	0	0	0	0.102936933687695
27166	27166	PRELID1	0	0	0.764998401157099	0.254999467052366	0	0	0	0	0.101999786820947
3732	3732	CD82	0	0	0.764841312322753	0.254947104107584	0	0	0	0	0.101978841643034
6405	6405	SEMA3F	0	0	0.76042766576148	0.25347588858716	0	0	0	0	0.101390355434864
64411	64411	ARAP3	0	0	0.758260148159185	0.252753382719728	0	0	0	0	0.101101353087891
9673	9673	SLC25A44	0	0	0.755598777574378	0.251866259191459	0	0	0	0	0.100746503676584
6904	6904	TBCD	0	0	0.7545948768783	0.2515316256261	0	0	0	0	0.10061265025044
6273	6273	S100A2	0	0	0.750501172338702	0.250167057446234	0	0	0	0	0.100066822978494
26472	26472	PPP1R14B	0	0	0.750153544574103	0.250051181524701	0	0	0	0	0.10002047260988
1508	1508	CTSB	0	0	0	0	0	0	0	1	0.1
1514	1514	CTSL	0	0	0	0	0	0	0	1	0.1
59272	59272	ACE2	0	0	0	0	0	0	0	1	0.1
7113	7113	TMPRSS2	0	0	0	0	0	0	0	1	0.1
6045	6045	BAP1	0	0	0.748296983501501	0.249432327833834	0	0	0	0	0.0997729311335335
115330	115330	GPR146	0	0	0.747742100451085	0.249247366817028	0	0	0	0	0.0996989467268113
134266	134266	GRPEL2	0	0	0.747693054180334	0.249231018060111	0	0	0	0	0.0996924072240445
4097	4097	MAFG	0	0	0.745863439591496	0.248621146530499	0	0	0	0	0.0994484586121995
23192	23192	ATG4B	0	0	0.745802505302334	0.248600835100778	0	0	0	0	0.0994403340403112
10120	10120	ACTR1B	0	0	0.744980740840702	0.248326913613567	0	0	0	0	0.0993307654454269
222658	222658	KCTD20	0	0	0.743945954546865	0.247981984848955	0	0	0	0	0.099192793939582
83606	83606	GUCD1	0	0	0.742998701005489	0.247666233668496	0	0	0	0	0.0990664934673985
342035	342035	GLDN	0	0.7412109375	0	0.2470703125	0	0	0	0	0.098828125
64344	64344	HIF3A	0	0	0.74083009758584	0.246943365861947	0	0	0	0	0.0987773463447787
10411	10411	RAPGEF3	0	0	0.740640353887226	0.246880117962409	0	0	0	0	0.0987520471849635
54461	54461	FBXW5	0	0	0.739449925269876	0.246483308423292	0	0	0	0	0.0985933233693168
3632	3632	INPP5A	0	0	0.739080417302632	0.246360139100877	0	0	0	0	0.0985440556403509
6423	6423	SFRP2	0	0	0.737105518385944	0.245701839461981	0	0	0	0	0.0982807357847925
10915	10915	TCERG1	0	0	0.736151556514505	0.245383852171502	0	0	0	0	0.0981535408686007
113791	113791	PIK3IP1	0	0	0.73457320863994	0.244857736213313	0	0	0	0	0.0979430944853253
3064	3064	HTT	0	0	0	0	0	0.975	0	0	0.0975
8322	8322	FZD4	0	0	0.730677183705408	0.243559061235136	0	0	0	0	0.0974236244940544
6035	6035	RNASE1	0	0.73046875	0	0.243489583333333	0	0	0	0	0.0973958333333333
51061	51061	TXNDC11	0	0	0.730296861107805	0.243432287035935	0	0	0	0	0.097372914814374
23644	23644	EDC4	0	0	0.727319561135047	0.242439853711682	0	0	0	0	0.0969759414846729
23368	23368	PPP1R13B	0	0	0.725643275313504	0.241881091771168	0	0	0	0	0.0967524367084672
23492	23492	CBX7	0	0	0.725601125030909	0.24186704167697	0	0	0	0	0.0967468166707879
22906	22906	TRAK1	0	0	0.724358222173716	0.241452740724572	0	0	0	0	0.0965810962898288
291	291	SLC25A4	0	0	0.723337063513193	0.241112354504398	0	0	0	0	0.0964449418017591
55716	55716	LMBR1L	0	0	0.72279935101592	0.240933117005307	0	0	0	0	0.0963732468021227
29920	29920	PYCR2	0	0	0.720948101479756	0.240316033826585	0	0	0	0	0.0961264135306341
6257	6257	RXRB	0	0	0.719750739911291	0.239916913303764	0	0	0	0	0.0959667653215055
64112	64112	MOAP1	0	0	0.718936966759929	0.239645655586643	0	0	0	0	0.0958582622346572
8642	8642	DCHS1	0	0	0.717851343563431	0.23928378118781	0	0	0	0	0.0957135124751241
414332	414332	LCN10	0	0	0.717277302977481	0.239092434325827	0	0	0	0	0.0956369737303308
6909	6909	TBX2	0	0	0.716615852469822	0.238871950823274	0	0	0	0	0.0955487803293096
8731	8731	RNMT	0	0	0.714965338684829	0.23832177956161	0	0	0	0	0.0953287118246439
4242	4242	MFNG	0	0	0.71406546052603	0.238021820175343	0	0	0	0	0.0952087280701373
196410	196410	METTL7B	0.302413273001508	0	0.410259298635054	0.237557523878854	0	0	0	0	0.0950230095515416
9356	9356	SLC22A6	0	0	0	0	0	0.95	0	0	0.095
10809	10809	STARD10	0	0	0.71005492816594	0.236684976055313	0	0	0	0	0.0946739904221253
51083	51083	GAL	0	0	0.709097997722174	0.236365999240725	0	0	0	0	0.0945463996962899
2624	2624	GATA2	0	0	0.707512912759553	0.235837637586518	0	0	0	0	0.0943350550346071
123096	123096	SLC25A29	0	0	0.707104405622187	0.235701468540729	0	0	0	0	0.0942805874162916
51285	51285	RASL12	0	0	0.70577817306642	0.23525939102214	0	0	0	0	0.094103756408856
80148	80148	PQLC1	0	0	0.705337462500297	0.235112487500099	0	0	0	0	0.0940449950000396
24144	24144	TFIP11	0	0	0.704262741426698	0.234754247142233	0	0	0	0	0.0939016988568931
23650	23650	TRIM29	0	0	0.703718241555499	0.234572747185166	0	0	0	0	0.0938290988740665
51257	51257	MARCH2	0	0	0.703006952632467	0.234335650877489	0	0	0	0	0.0937342603509956
337	337	P06727	0	0	0	0	0.267659488521575	0	0	0	0.0936808209825512
57553	57553	MICAL3	0	0	0.701798735408823	0.233932911802941	0	0	0	0	0.0935731647211764
64943	64943	NT5DC2	0	0	0.701649797840931	0.233883265946977	0	0	0	0	0.0935533063787908
25966	25966	C2CD2	0	0	0.700856280552997	0.233618760184332	0	0	0	0	0.0934475040737329
90864	90864	SPSB3	0	0	0.700824197192926	0.233608065730975	0	0	0	0	0.0934432262923901
55795	55795	PCID2	0	0	0.700542606636617	0.233514202212206	0	0	0	0	0.0934056808848823
1408	1408	CRY2	0	0	0.700070670007335	0.233356890002445	0	0	0	0	0.093342756000978
9905	9905	SGSM2	0	0	0.699875660346392	0.233291886782131	0	0	0	0	0.0933167547128523
80325	80325	ABTB1	0	0	0.698993768525403	0.232997922841801	0	0	0	0	0.0931991691367204
10392	10392	NOD1	0	0	0.697489409200661	0.232496469733554	0	0	0	0	0.0929985878934215
8836	8836	GGH	0	0	0	0	0.122740665263412	0	1	0	0.0929592328421942
130617	130617	ZFAND2B	0	0	0.696960249363195	0.232320083121065	0	0	0	0	0.092928033248426
54880	54880	BCOR	0	0	0.696560478563105	0.232186826187702	0	0	0	0	0.0928747304750807
64760	64760	FAM160B2	0	0	0.69584112342904	0.231947041143013	0	0	0	0	0.0927788164572053
9925	9925	ZBTB5	0	0	0.695475501609091	0.23182516720303	0	0	0	0	0.0927300668812121
5564	5564	PRKAB1	0	0	0.695298116130207	0.231766038710069	0	0	0	0	0.0927064154840276
3708	3708	ITPR1	0	0	0.694993711711306	0.231664570570435	0	0	0	0	0.0926658282281741
23053	23053	ZSWIM8	0	0	0.693909267186361	0.23130308906212	0	0	0	0	0.0925212356248481
26036	26036	ZNF451	0	0	0.693844823772075	0.231281607924025	0	0	0	0	0.09251264316961
57521	57521	RPTOR	0	0	0	0	0	0.925	0	0	0.0925
51477	51477	ISYNA1	0	0	0.693444977177612	0.231148325725871	0	0	0	0	0.0924593302903483
57584	57584	ARHGAP10	0	0	0.69330586680106	0.231101955600353	0	0	0	0	0.0924407822401413
4642	4642	MYO1D	0	0	0.692712305711452	0.230904101903817	0	0	0	0	0.0923616407615269
9842	9842	PLEKHM1	0	0	0.691481960186538	0.230493986728846	0	0	0	0	0.0921975946915384
127435	127435	PODN	0	0	0.691441707687812	0.230480569229271	0	0	0	0	0.0921922276917083
55007	55007	FAM118A	0	0	0.69104722015359	0.23034907338453	0	0	0	0	0.092139629353812
55316	55316	RSAD1	0	0	0.690740001431937	0.230246667143979	0	0	0	0	0.0920986668575916
2004	2004	ELK3	0	0	0.690431842713831	0.230143947571277	0	0	0	0	0.0920575790285108
9701	9701	PPP6R2	0	0	0.689831803926771	0.229943934642257	0	0	0	0	0.0919775738569028
23220	23220	DTX4	0	0	0.689797385157656	0.229932461719219	0	0	0	0	0.0919729846876875
9324	9324	HMGN3	0	0	0.688154810772316	0.229384936924105	0	0	0	0	0.0917539747696421
4236	4236	MFAP1	0	0	0.688117450970308	0.229372483656769	0	0	0	0	0.0917489934627077
23252	23252	OTUD3	0	0	0.687625732009646	0.229208577336549	0	0	0	0	0.0916834309346195
8227	8227	AKAP17A	0	0	0.687347782182839	0.22911592739428	0	0	0	0	0.0916463709577119
955	955	ENTPD6	0	0	0.686867418567807	0.228955806189269	0	0	0	0	0.0915823224757076
7508	7508	XPC	0	0	0.686812865141271	0.228937621713757	0	0	0	0	0.0915750486855028
112	112	ADCY6	0	0	0.686460017313401	0.228820005771134	0	0	0	0	0.0915280023084535
23500	23500	DAAM2	0	0	0.686050067077167	0.228683355692389	0	0	0	0	0.0914733422769556
51293	51293	CD320	0	0	0.685548715244717	0.228516238414906	0	0	0	0	0.0914064953659623
27147	27147	DENND2A	0	0	0.68531653668935	0.228438845563117	0	0	0	0	0.0913755382252467
161742	161742	SPRED1	0	0	0.684713840631182	0.228237946877061	0	0	0	0	0.0912951787508243
4776	4776	NFATC4	0	0	0.684382740832918	0.228127580277639	0	0	0	0	0.0912510321110557
51665	51665	ASB1	0	0	0.684225624459137	0.228075208153046	0	0	0	0	0.0912300832612183
83857	83857	TMTC1	0	0	0.684023909880097	0.228007969960032	0	0	0	0	0.0912031879840129
5507	5507	PPP1R3C	0	0	0.684008027587586	0.228002675862529	0	0	0	0	0.0912010703450115
5553	5553	PRG2	0	0	0.683661029411831	0.227887009803944	0	0	0	0	0.0911548039215775
55602	55602	CDKN2AIP	0	0	0.683522817194539	0.227840939064846	0	0	0	0	0.0911363756259385
5228	5228	PGF	0	0	0.68339374132684	0.227797913775613	0	0	0	0	0.0911191655102453
9002	9002	F2RL3	0	0	0.683300334469845	0.227766778156615	0	0	0	0	0.091106711262646
90139	90139	TSPAN18	0	0	0.682946063527475	0.227648687842492	0	0	0	0	0.0910594751369967
29781	29781	NCAPH2	0	0	0.681996722594441	0.227332240864814	0	0	0	0	0.0909328963459255
6499	6499	SKIV2L	0	0	0.681957824483484	0.227319274827828	0	0	0	0	0.0909277099311312
9975	9975	NR1D2	0	0	0.681883579955022	0.227294526651674	0	0	0	0	0.0909178106606696
200014	200014	CC2D1B	0	0	0.681529865975377	0.227176621991792	0	0	0	0	0.0908706487967169
9452	9452	ITM2A	0	0	0.680832695764958	0.226944231921653	0	0	0	0	0.0907776927686611
8216	8216	LZTR1	0	0	0.679576053573205	0.226525351191068	0	0	0	0	0.0906101404764273
10529	10529	NEBL	0	0	0.679481028063601	0.2264936760212	0	0	0	0	0.0905974704084801
9646	9646	CTR9	0	0	0.67834240835285	0.226114136117617	0	0	0	0	0.0904456544470467
65982	65982	ZSCAN18	0	0	0.677303588222361	0.225767862740787	0	0	0	0	0.0903071450963148
5817	5817	PVR	0	0	0	0	0.11512553333318	0	1	0	0.090293936666613
26051	26051	PPP1R16B	0	0	0.677024552903149	0.225674850967716	0	0	0	0	0.0902699403870865
27352	27352	SGSM3	0	0	0.676870153103683	0.225623384367894	0	0	0	0	0.0902493537471577
55830	55830	GLT8D1	0	0	0.675498419309161	0.22516613976972	0	0	0	0	0.0900664559078881
2644	2644	GCHFR	0	0	0.675410280526665	0.225136760175555	0	0	0	0	0.090054704070222
4915	4915	NTRK2	0	0	0.675384087843531	0.225128029281177	0	0	0	0	0.0900512117124708
6548	6548	SLC9A1	0	0	0.675366095412925	0.225122031804308	0	0	0	0	0.0900488127217233
27178	27178	IL37	0	0	0	0	0	0.9	0	0	0.09
55072	55072	RNF31	0	0	0.672959748359952	0.224319916119984	0	0	0	0	0.0897279664479936
3704	3704	ITPA	0	0	0.671478764409813	0.223826254803271	0	0	0	0	0.0895305019213084
55720	55720	TSR1	0	0	0.671410299344466	0.223803433114822	0	0	0	0	0.0895213732459288
546	546	ATRX	0	0	0.670575963334033	0.223525321111344	0	0	0	0	0.0894101284445377
10321	10321	P54108	0.368778280542986	0	0	0.122926093514329	0.1148970000529	0	0	0	0.0893843874242465
55743	55743	CHFR	0	0	0.669538813360581	0.223179604453527	0	0	0	0	0.0892718417814108
11326	11326	VSIG4	0	0.6689453125	0	0.222981770833333	0	0	0	0	0.0891927083333333
714	714	C1QC	0.101432880844646	0.5673828125	0	0.222938564448215	0	0	0	0	0.0891754257792861
25989	25989	ULK3	0	0	0.668708000285608	0.222902666761869	0	0	0	0	0.0891610667047477
56339	56339	METTL3	0	0	0.66786126332464	0.222620421108213	0	0	0	0	0.0890481684432853
2523	2523	FUT1	0	0	0.667721641234523	0.222573880411508	0	0	0	0	0.0890295521646031
3954	3954	LETM1	0	0	0.666753750908158	0.222251250302719	0	0	0	0	0.0889005001210877
6402	6402	SELL	0	0	0.66673157142741	0.22224385714247	0	0	0	0	0.088897542856988
116844	116844	P02750	0	0	0	0	0.25358861710736	0	0	0	0.088756015987576
710	710	P05155	0	0	0	0	0.252155930157425	0	0	0	0.0882545755550987
1116	1116	CHI3L1	0	0.2919921875	0.36435794780296	0.21878337843432	0	0	0	0	0.087513351373728
2078	2078	ERG	0	0	0	0	0	0.875	0	0	0.0875
1066	1066	CES1	0	0.6376953125	0	0.212565104166667	0	0	0	0	0.0850260416666667
7350	7350	UCP1	0	0	0	0	0	0.85	0	0	0.085
341640	341640	FREM2	0.304298642533937	0	0.332445062355702	0.21224790162988	0	0	0	0	0.0848991606519519
10960	10960	LMAN2	0	0	0	0	0.099541163560015	0	1	0	0.0848394072460052
400410	400410	ST20	0	0	0.621582388112714	0.207194129370905	0	0	0	0	0.0828776517483619
1588	1588	CYP19A1	0	0	0.606793408230148	0.202264469410049	0	0	0	0	0.0809057877640197
3273	3273	P04196	0	0	0	0	0.229073497929104	0	0	0	0.0801757242751864
27232	27232	GNMT	0	0	0	0	0	0.8	0	0	0.08
6507	6507	SLC1A3	0	0.5966796875	0	0.198893229166667	0	0	0	0	0.0795572916666667
4360	4360	MRC1	0	0.5947265625	0	0.1982421875	0	0	0	0	0.079296875
53829	53829	P2RY13	0	0	0.591585675321987	0.197195225107329	0	0	0	0	0.0788780900429316
89858	89858	SIGLEC12	0	0.5859375	0	0.1953125	0	0	0	0	0.078125
440068	440068	CARD17	0	0	0.5829584457122	0.194319481904067	0	0	0	0	0.0777277927616267
26253	26253	CLEC4E	0	0	0.58273704791125	0.194245682637083	0	0	0	0	0.0776982730548333
6927	6927	HNF1A	0	0	0	0	0	0.775	0	0	0.0775
55301	55301	OLAH	0	0.580078125	0	0.193359375	0	0	0	0	0.07734375
6382	6382	SDC1	0	0.5771484375	0	0.1923828125	0	0	0	0	0.076953125
247	247	ALOX15B	0	0.5732421875	0	0.191080729166667	0	0	0	0	0.0764322916666667
10814	10814	CPLX2	0	0	0.573212394726785	0.191070798242262	0	0	0	0	0.0764283192969047
6779	6779	STATH	0.57315233785822	0	0	0.191050779286073	0	0	0	0	0.0764203117144293
3486	3486	P17936	0	0.26953125	0	0.08984375	0.115377839559812	0	0	0	0.0763197438459342
3699	3699	Q06033	0	0	0	0	0.217313143993582	0	0	0	0.0760596003977537
5447	5447	POR	0.193815987933635	0	0	0.0646053293112117	0	0	1	0	0.0758421317244847
7450	7450	P04275	0	0	0	0	0.214304567505249	0	0	0	0.0750065986268371
7038	7038	TG	0	0	0	0	0	0.75	0	0	0.075
6699	6699	SPRR1B	0.545625942684766	0	0	0.181875314228255	0	0	0	0	0.0727501256913021
383	383	ARG1	0	0	0	0	0	0.725	0	0	0.0725
2867	2867	FFAR2	0	0	0.543217119998214	0.181072373332738	0	0	0	0	0.0724289493330952
931	931	MS4A2	0	0.5419921875	0	0.1806640625	0	0	0	0	0.072265625
5468	5468	PPARG	0	0.5390625	0	0.1796875	0	0	0	0	0.071875
6283	6283	S100A12	0	0	0.537783271670224	0.179261090556741	0	0	0	0	0.0717044362226965
415	415	ARSE	0	0	0.537280205650135	0.179093401883378	0	0	0	0	0.0716373607533513
131405	131405	TRIM71	0	0.537109375	0	0.179036458333333	0	0	0	0	0.0716145833333333
8409	8409	STAP1	0	0	0.536235915733005	0.178745305244335	0	0	0	0	0.071498122097734
338339	338339	CLEC4D	0	0	0.535804902459827	0.178601634153276	0	0	0	0	0.0714406536613103
6355	6355	CCL8	0	0	0.533684398896733	0.177894799632244	0	0	0	0	0.0711579198528977
3561	3561	IL2RG	0	0	0.532287763766723	0.177429254588908	0	0	0	0	0.0709717018355631
2537	2537	IFI6	0	0	0.528311615812383	0.176103871937461	0	0	0	0	0.0704415487749844
200315	200315	APOBEC3A	0	0	0.525934534404764	0.175311511468255	0	0	0	0	0.0701246045873019
6999	6999	TDO2	0	0	0	0	0	0.7	0	0	0.07
55076	55076	TMEM45A	0	0.5205078125	0	0.173502604166667	0	0	0	0	0.0694010416666667
2207	2207	FCER1G	0	0	0.519560683530424	0.173186894510141	0	0	0	0	0.0692747578040565
2243	2243	P02671	0	0	0	0	0.196675086499733	0	0	0	0.0688362802749065
1038	1038	CDR1	0	0	0.51369993724689	0.17123331241563	0	0	0	0	0.068493324966252
6698	6698	SPRR1A	0.512443438914027	0	0	0.170814479638009	0	0	0	0	0.0683257918552036
4060	4060	P51884	0	0	0	0	0.194969582542869	0	0	0	0.0682393538900041
100049587	100049587	SIGLEC14	0	0	0.511277877931011	0.170425959310337	0	0	0	0	0.0681703837241348
838	838	CASP5	0	0	0.508929299756966	0.169643099918989	0	0	0	0	0.0678572399675955
6703	6703	SPRR2D	0.50867269984917	0	0	0.16955756661639	0	0	0	0	0.067823026646556
8877	8877	SPHK	0	0	0	0	0	0.675	0	0	0.0675
23225	23225	NUP210	0.128582202111614	0	0	0.0428607340372047	0	0	1	0	0.0671442936148819
202309	202309	GAPT	0	0	0.501096147972277	0.167032049324092	0	0	0	0	0.0668128197296369
353345	353345	GPR141	0	0	0.500060251489906	0.166686750496635	0	0	0	0	0.0666747001986541
5976	5976	UPF1	0.120286576168929	0	0	0.040095525389643	0	0	1	0	0.0660382101558572
169611	169611	OLFML2A	0	0.4931640625	0	0.164388020833333	0	0	0	0	0.0657552083333333
63898	63898	SH2D4A	0	0.4921875	0	0.1640625	0	0	0	0	0.065625
713	713	C1QB	0	0.4921875	0	0.1640625	0	0	0	0	0.065625
55118	55118	Q9NQ79	0	0	0	0	0.187173951375349	0	0	0	0.0655108829813721
5341	5341	PLEK	0	0	0.491114921507359	0.163704973835786	0	0	0	0	0.0654819895343145
2944	2944	GSTM1	0	0.4892578125	0	0.1630859375	0	0	0	0	0.065234375
4973	4973	OLR1	0	0	0.489175689489206	0.163058563163069	0	0	0	0	0.0652234252652275
84659	84659	RNASE7	0.48868778280543	0	0	0.16289592760181	0	0	0	0	0.065158371040724
3434	3434	IFIT1	0	0	0.487625149944605	0.162541716648202	0	0	0	0	0.0650166866592807
1359	1359	CPA3	0	0.4873046875	0	0.162434895833333	0	0	0	0	0.0649739583333333
4317	4317	MMP8	0	0	0.486152994129857	0.162050998043286	0	0	0	0	0.0648203992173143
6854	6854	SYN2	0	0.4833984375	0	0.1611328125	0	0	0	0	0.064453125
9332	9332	CD163	0	0.482421875	0	0.160807291666667	0	0	0	0	0.0643229166666667
5197	5197	P10720	0	0	0	0	0.18352845950094	0	0	0	0.064234960825329
166	166	AES	0.106334841628959	0	0	0.035444947209653	0	0	1	0	0.0641779788838612
3346	3346	HTN1	0.480769230769231	0	0	0.16025641025641	0	0	0	0	0.0641025641025641
79709	79709	COLGALT1	0.10369532428356	0	0	0.03456510809452	0	0	1	0	0.063826043237808
537	537	ATP6AP1	0.102564102564103	0	0	0.0341880341880343	0	0	1	0	0.0636752136752137
3568	3568	IL5RA	0	0.4775390625	0	0.1591796875	0	0	0	0	0.063671875
104	104	P78563	0	0	0	0	0.181849394878208	0	0	0	0.0636472882073728
4938	4938	OAS1	0	0	0.476766679486639	0.158922226495546	0	0	0	0	0.0635688905982185
51449	51449	Q9UHG3	0	0	0	0	0.181577279638538	0	0	0	0.0635520478734883
5478	5478	P62937	0	0	0	0	0.180986239726021	0	0	0	0.0633451839041073
10581	10581	IFITM2	0	0	0.472242073537584	0.157414024512528	0	0	0	0	0.0629656098050112
10253	10253	SPRY2	0	0.4697265625	0	0.156575520833333	0	0	0	0	0.0626302083333333
1435	1435	CSF1	0	0	0	0	0	0.625	0	0	0.0625
2852	2852	GPER1	0	0.46875	0	0.15625	0	0	0	0	0.0625
8820	8820	HESX1	0	0	0.468642534337802	0.156214178112601	0	0	0	0	0.0624856712450403
6356	6356	CCL11	0	0	0.466555675677587	0.155518558559196	0	0	0	0	0.0622074234236783
2877	2877	GPX2	0	0	0.466440849070794	0.155480283023598	0	0	0	0	0.0621921132094392
597	597	BCL2A1	0	0	0.466306460123149	0.155435486707716	0	0	0	0	0.0621741946830865
4940	4940	OAS3	0	0	0.465361408517982	0.155120469505994	0	0	0	0	0.0620481878023976
54544	54544	CRCT1	0.465309200603318	0	0	0.155103066867773	0	0	0	0	0.0620412267471091
1084	1084	CEACAM3	0	0	0.464930526524232	0.154976842174744	0	0	0	0	0.0619907368698976
2896	2896	P28799	0.102187028657617	0	0	0.0340623428858723	0.137646714835933	0	0	0	0.0618012873469255
151278	151278	CCDC140	0	0	0.463418496289014	0.154472832096338	0	0	0	0	0.0617891328385352
3557	3557	IL1RN	0	0	0.463153651008738	0.154384550336246	0	0	0	0	0.0617538201344984
53831	53831	GPR84	0	0	0.460770710363005	0.153590236787668	0	0	0	0	0.0614360947150673
773	773	CACNA1A	0	0	0.460461837163107	0.153487279054369	0	0	0	0	0.0613949116217476
9891	9891	NUAK1	0	0.4599609375	0	0.1533203125	0	0	0	0	0.061328125
